	0
Robert Baden-Powell, 1st Baron Baden-Powell	520.956
Robert Boyle	3556.38
Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	524.177
Robert Oppenheimer	2151.17
Robert Owen	521.678
Robert Peel	1213.8
Robert Schumann	797.676
Robert Stephenson	1110.44
Robinson Crusoe	337.372
Roche limit	85.9626
Rock Bunting	0
Rock Pigeon	2828.6
Rock of Gibraltar	10.9534
Rockall	1167.24
Rocky Mountains	22771.8
Rococo	3590.94
Roentgenium	366.092
Roman Britain	25270.6
Roman Catholic Church	90924.3
Roman Empire	48025.7
Roman Greece	182.014
Roman Vishniac	0
Roman law	393.967
Roman mythology	1564.24
Roman road	1486.55
Roman villa	230.12
Romania	24147.2
Romanticism	19376.1
Rome	58746.6
Romeo and Juliet	1216.69
Romulus Augustus	27.0665
Ronald Reagan	34603.3
Rondane National Park	0
Rook (bird)	179.134
Rosa Parks	209.305
Rose-ringed Parakeet	183.741
Rosemary	304.106
Rosetta Stone	1276.46
Rotterdam	3648.65
Rowan Williams	636.07
Royal Air Force	4120.29
Royal Dutch Shell	1036.86
Royal Geographical Society	200.921
Royal Grammar School Worcester	0
Royal Marines	8173.34
Royal National Theatre	1077.19
Royal Navy	42825
Royal Parks of London	180.423
Rubidium	1022.96
Rubik's Cube	340.804
Rudolf Vrba	22.5742
Rudyard Kipling	13862.5
Rugby World Cup	5780.65
Rugby football	1059.15
Rule of St Benedict	28.7107
Rupee	1322.45
Russia	200389
Russian Revolution of 1917	10128.1
Russian constitutional crisis of 1993	54.4199
Russian language	27971.9
Ruthenium	813.028
Rutherford B. Hayes	353.233
Rutherfordium	304.468
Rwanda	12793.4
Rwandan Genocide	3587.05
Réunion	5495.77
S-mine	0
S. A. Andrée's Arctic balloon expedition of 1897	0
SD26	0
SR-71 Blackbird	791.513
Safflower	206.638
Saffron	5255.07
Sahara	12559.3
Saint Helena	2867.79
Saint Joan (play)	59.4313
Saint Kitts and Nevis	3111.56
Saint Lawrence Seaway	647.833
Saint Lucia	3800.29
Saint Petersburg	27751.1
Saint Vincent and the Grenadines	3431.32
Saint-Pierre and Miquelon	489.984
Sakurajima	557.604
Saladin	799.326
Salford	124.441
Salsa music	1039.55
Salt	12582.1
Salt Lake City, Utah	2902.58
Saltasaurus	60.2042
Salvador Dalí	2656.27
Samantha Smith	0
Samarium	252.758
Samoa	2077.25
Samuel Beckett	2652.33
Samuel Taylor Coleridge	8649.71
San Diegan	78.2801
San Diego Electric Railway	24.3775
San Diego and Arizona Railway	13.9162
San Francisco garter snake	0
San Francisco, California	12329.4
San Jose, California	9936.61
San Marino	5939.56
Sand	6399.64
Sand art and play	411.871
Sand shark	0
Sandringham House	1.40321
Sandur	0
Sandy Koufax	4845.71
Sanskrit	12866.6
Sanssouci	172.504
Santa Claus	1716.23
Santamaría (volcano)	0
Santiago, Chile	914.909
Santorini	1361.82
Sarajevo	3261.97
Sardar Vallabhbhai Patel	5160.45
Sasha (DJ)	0
Sassanid Empire	1251.54
Saturn	3017.55
Saturn V	1507.16
Saudi Arabia	40837.8
Saurischia	1157.78
Sauropodomorpha	798.337
Sauroposeidon	503.494
Sauropsid	0
Saxicola	0
Saxophone	3565.3
Scandium	399.866
Scanian (linguistics)	0
Scattered disc	10.4564
Scelidosaurus	14.4786
Scent of a Woman	1.26949
Scheme programming language	7.44668
Schizophrenia	6256.42
Schrödinger equation	1440.94
Schuttern Gospels	0
Science	47600.5
Scientific classification	79845
Scooby-Doo	1837.71
Scotch College, Perth	0
Scotland	172203
Scotland in the High Middle Ages	8260.24
Scots language	16648.6
Scott Special	0
Scottish Episcopal Church	240.777
Scottish Gaelic language	2375.76
Scottish Highlands	4420.12
Scottish mythology	95.9511
Scouting	5469.23
Scramble for Africa	11931.4
Screw	3824.97
Scrooge McDuck	1411.86
Sculpture	13493.3
Scurvy	7362.61
Sea	6786.74
Sea level rise	1325.54
Sea of Galilee	1057.89
Seaborgium	167.896
Sean Connery	1830
Sears Catalog Home	0
Season	11508.4
Seattle, Washington	14770.5
Seawater	3792.5
Second Boer War	10814.4
Second Congo War	2672.75
Second Crusade	1193.74
Seed	15550.9
Seinfeld	820.615
Selena	8.8262
Selenium	3248.86
Semiconductor	5447.79
Semiconductor device	830.621
Senate of Canada	57.021
Senegal	2827.05
Senufo languages	0
Seoul	4574.74
Separation of powers under the United States Constitution	38.77
September 11, 2001 attacks	23337.3
Sequence alignment	4814.81
Sequoia	4377
Serbia	13972.3
Serbia and Montenegro	7.53303
Serenity (film)	5290.74
Sermon on the Mount	952.562
Sesame	1003.46
Sesame Street	728.903
Set	1535.51
Severn crossing	2.67407
Seychelles	3274.09
Sgt. Pepper's Lonely Hearts Club Band	793.974
Shabo language	0
Shackleton (crater)	35.2055
Shaka	18.6248
Shanghai	13531
Shark	46336.9
Sharon Tate	0
Sheffield	4154.99
Sheikh Mujibur Rahman	138.246
Shelduck	23.3563
Shenzhou 6	9957.33
Shenzhou spacecraft	5.62185
Shetland	5768.37
Shielded metal arc welding	40.2126
Shigin	0
Shining Path	199.29
Shinto	2776.08
Ship	5494.49
Shoe polish	141.593
Short-beaked Echidna	8.50125
Shoshone National Forest	74.9837
Shrimp farm	0
Shrine of Remembrance	150.856
Shroud of Turin	1155.61
Sichuan Pepper	508.046
Sicilian Baroque	0
Sickle-cell disease	638.538
Siege	6893.17
Siege of Antioch	18.7937
Sierra Leone	11160.9
Sigmund Freud	9891.78
Sikhism	5349.87
Sikkim	27137.3
Silent film	5058.63
Silicon	9983.27
Silurian	1370.42
Silver	44672.8
SimCity	942.097
Simca Vedette	0
Simón Bolívar	483.206
Sinclair Research Ltd	565.28
Singapore	21665.9
Sino-German cooperation (1911-1941)	0
Sino-Roman relations	0
Sirius	772.203
Sistine Chapel ceiling	109.467
Sitting Bull	1687.8
Six-party talks concerning North Korea's nuclear program	0
Ska	8071.32
Skiing	2965.35
Skylark	83.9798
Skåneland	116.169
Slavery	45195
Slavic mythology	120.967
Sleep	966.287
Slovakia	5578.42
Slovenia	48319
Smallpox	22940.1
Smog	2029.98
Snaefell Mountain Railway	0
Snake charming	0
Snow	15425.6
Snow Goose	395.711
Snowball Earth	494.516
Snowdonia	85.6248
Snowdonia National Park	67.4886
Snowy Owl	1008.57
Social anxiety	63.1499
Social capital	107.496
Social contract (Malaysia)	34.5194
Socialism	15288.4
Society	4726.04
Society of Merchant Venturers	135.454
Sociocultural evolution	949.975
Sociology	8654.12
Socrates	1580.83
Soddo language	24.499
Sodium	10816.8
Sodium hydroxide	4963.92
Sodium sulfate	62.5801
Soil	27544.8
Soil moisture	1.79347
Soil pH	97.8842
Soil profile	0
Soil salination	113.954
Soil science	533.496
Soil structure	30.8349
Soils retrogression and degradation	998.816
Solar System	55212
Solar eclipse	5440.5
Solomon Islands	4581.12
Somalia	19160.7
Song Thrush	60.9772
Sonic the Hedgehog (character)	2621.3
Sony	3502.3
Sorghum	2848.51
Sorrel	448.851
Soukous	914.784
Sound	2618.48
Soup	7586.97
South Africa	138110
South America	121695
South China Sea	723.124
South Georgia and the South Sandwich Islands	2830.48
South Korea	13158.8
South Ossetia	34.9029
Southampton	5333.74
Southern Africa	12701.4
Southern Ocean	1445.31
Southern Pacific 4449	0
Southern Rockhopper Penguin	0
Southern United States	17722.9
Soviet Union	73389.5
Soybean	8739.88
Space Invaders	445.183
Space Race	3006.06
Space Shuttle Challenger	262.302
Space Shuttle Challenger disaster	1013.12
Space Shuttle Columbia	24567.8
Space Shuttle Columbia disaster	3086.44
Space Shuttle Endeavour	638.582
Space Shuttle program	780.305
Space exploration	13213.7
Space station	2007.2
Space suit	57.8323
Spacecraft propulsion	333.363
Spain	132034
Spanish Armada	2402.93
Spanish Inquisition	5995.01
Spanish conquest of the Inca Empire	234.733
Spanish language	50575.4
Sparrow	2281.59
Sparrowhawk	170.601
Speaker of the British House of Commons	174.882
Speaker of the United States House of Representatives	149.997
Special relativity	1578.17
Speech synthesis	762.552
Speed of light	21837.1
Sperm Whale	161.334
Sphere	3583.28
Spherical aberration	26.0085
Spider	13355.7
Spinosaurus	374.913
Spirit of the American Doughboy	0
Spix's Macaw	0
Split infinitive	747.429
Sponsorship Directdebit	0
Sport	5450.31
Spotted Flycatcher	0
Spring (season)	11380
Spring Heeled Jack	340.662
Sputnik 1	12100.1
Sputnik 2	180.189
Sputnik program	38.1549
Spyware	1175.69
Squash (sport)	5009.82
Sri Lanka	36560.9
Sri Lankan Civil War	76.399
St Buryan	0
St Michael's Mount	0
St Paul's Cathedral	6349.83
Stag beetle	250.168
Stage (theatre)	5550.19
Stained glass	2119.35
Stanisław Koniecpolski	43.6384
Stanisław Lem	0
Stanley Baldwin	144.409
Stanley, Falkland Islands	41.8692
Star	58047.4
Star Fox:  Assault	0
Star Trek	12629.3
Star Trek:  Deep Space Nine	5869.1
Star Trek:  The Original Series	206.414
Star Wars	33509.1
Star Wars Episode IV:  A New Hope	14760.4
Star anise	388.03
StarCraft	0
Stargate SG-1	3839.39
Starling	34.7525
Starship Troopers	98.4957
Statistics	7667.64
Statue of Zeus at Olympia	166.127
Steam engine	3986.32
Steel	51737.2
Stefan Edberg	3255.61
Stegosaurus	6892.5
Stem cell	623.616
Stephen Harper	640.562
Stephen Hawking	8520.59
Stephen Jay Gould	4943.18
Stephen Trigg	0
Stephen of England	3218.78
Steve Davis	0
Stickleback	0
Still Game	75.0229
Stingray	5322.71
Stock	1310.54
Stock car (rail)	9240.81
Stockholm	6201.13
Stoicism	1405.23
Stone Age	12430.2
Stonehenge	2463.64
Storm of October 1804	0
Stornoway	97.9343
Stourbridge Lion	0
Strait of Malacca	101.233
Stratford-upon-Avon	398.035
String theory	2380.21
Stroke	6528.63
Strontium	3094.75
Struthiomimus	0
Stuttering	1718.72
Stuttgart	2206.94
Styracosaurus	31.6039
Sub-Saharan Africa	10464.9
Suburbs of Johannesburg	0
Sucre	23.2296
Sudan	36759.2
Sudanic languages	0
Sudoku	43.0268
Suez Canal	7327.73
Suffrage	2543.24
Sugar	20982.1
Sugar beet	1371.32
Sugarcane	5082.18
Suleiman the Magnificent	354.659
Sulfur	35543.8
Sulfuric acid	10873.3
Sultan	9518.45
Sumac	1059.2
Sumatra	3467.58
Sumer	15037.9
Summer	4738.51
Summer Hill, New South Wales	0
Sumo	565.412
Sun	105639
Sun Tzu	127.899
Sun Yat-sen	1650.6
Sundew	15104.5
Sunflower	3247.13
Sunlight	6323.75
Sunol Water Temple	0
Sunset Boulevard (1950 film)	173.595
Super 14	388.28
Super Bowl XL	6963.8
Super Chief	371.281
Super Mario 64	25.825
Super Mario Bros.	374.405
Superconductivity	3727.97
Superman	10526.2
Supermarine Spitfire	1371.87
Supply and demand	4361.89
Supply chain management	20.9988
Supreme Court of the United States	8472.03
Suriname	3720.19
Surtsey	6935.96
Sustainable forestry	0
Sutton Hoo	3172.06
Svalbard	12932.8
Svartálfar	0.845931
Swallow	0.564381
Swan	4250.61
Swastika	12188.7
Swaziland	2822.95
Sweden	117059
Swedish allotment system	0
Swift	387.689
Swiss Federal Council	836.632
Swissair Flight 111	0
Switzerland	40362.7
Sydney	19233.1
Sydney Newman	161.249
Sydney Riot of 1879	0
Sylvanus Morley	0
Symmetry	15972
Synthesizer	1095.55
Syria	31686.6
São Paulo	5809.64
São Tomé	43.6929
São Tomé and Príncipe	1965.84
Søren Kierkegaard	2972.72
T-34	409.171
T. D. Judah	0
T. S. Eliot	8221.98
TGV	23689
Tacitean studies	0
Tagoi language	0
Taipei	6138.55
Taiwan	10530.1
Taj Mahal	6393.78
Tajikistan	2679.49
Talc	557.848
Tamarind	428.311
Tamil language	9682.71
Tamil people	3578.09
Tank	6426.62
Tansy	229.57
Tantalum	2809.58
Tanzania	28119.9
Tao Te Ching	268.438
Taoism	6833.9
Tarragon	199.607
Tashkent	1016.87
Tasmanian Devil	66.5555
Tawny Owl	88.8265
Tay Rail Bridge	2296.99
Tay-Sachs disease	178.701
TeX	4390.19
Tea	18109.1
Technetium	2216.67
Technology	17402.5
Tehran	4132.99
Tel Aviv	1742.71
Telecommunication	5142.56
Telephone	6052.46
Telephone exchange	20.2633
Telescope	17966
Television	21488.9
Tellurium	1090.38
Temperate	6249.35
Temple of Artemis	62.187
Templon	0
Tennis	69476.2
Tennis Masters Cup	582.864
Tenzin Gyatso, 14th Dalai Lama	1100.37
Tenzing Norgay	15.3052
Terbium	90.2603
Terik	0
Tern	2090.76
Terrorism	8761.32
Textile	1443.94
Thailand	25404.4
Thalassemia	637.075
Thallium	2462.86
The Absent-Minded Beggar	7.0256
The Adventures of Tintin	7484.48
The Anarchy	7036.27
The Ashes	2805.25
The Bahamas	26608.8
The Beano	101.913
The Beatles	41368.4
The Beatles discography	2.97674
The Blitz	3079.77
The Broads	7577.35
The Brothers Karamazov	766.454
The Canadian	32.5135
The Cantos	5178.4
The Cat in the Hat	1366.92
The Catcher in the Rye	0
The Catlins	0
The Championships, Wimbledon	12156.1
The Children's Machine	0
The Count of Monte Cristo	147.971
The Country Wife	193.142
The Curious Incident of the Dog in the Night-time	147.123
The Dandy	201.235
The Fairy-Queen	473.465
The Famous Five (characters)	0
The Fens	1046.07
The Frogs	0
The Gambia	4067.77
The Godfather	3090.46
The Great Exhibition	260.11
The Hague	3419.29
The Hitchhiker's Guide to the Galaxy	1893.08
The Hobbit	8358.07
The Holocaust	25306
The Illuminatus! Trilogy	2147.12
The Importance of Being Earnest	0.245683
The Iron Bridge	5.97576
The King's Regiment (Liverpool)	0
The Last Supper (Leonardo)	613.739
The Legend of Zelda series	4782.97
The Lion King	8360.17
The Lion, the Witch and the Wardrobe	393.814
The Lorax	33.9994
The Lord of the Rings	7598.96
The Lord of the Rings film trilogy	7933.26
The Magic Flute	373.879
The Marriage of Figaro	205.007
The Merchant of Venice	486.374
The Mismeasure of Man	660.558
The Old Man and the Sea	610.502
The Origin of Species	3094.58
The Oz books	0
The Picture of Dorian Gray	63.2599
The Pilgrim's Progress	4667.89
The Quatermass Experiment	4624.22
The Relapse	1923.32
The Rime of the Ancient Mariner	2717.62
The Rite of Spring	1139.5
The Rolling Stones	14221.1
The Seagull	36.3515
The Shawshank Redemption	106.545
The Simpsons	17462.1
The Smiths	932.73
The Supremes	5616.27
The Temptations	1294.54
The Wall Street Journal	903.168
The Waste Land	627.127
The West Wing (TV series)	994.563
The X-Files	2947.49
Theatre	21562
Theatre Royal, Drury Lane	3948.11
Theatre in the round	176.026
Theodore Roosevelt	20865.9
Therizinosaurus	0
Thermodynamic temperature	244.13
Thermodynamics	3019.06
Theropoda	7772.08
Theta	0
Thiamine	1539.11
Third Servile War	5.00151
Thomas Aquinas	4025.89
Thomas Becket	474.654
Thomas Cranmer	312.932
Thomas Edison	3168.67
Thomas Gainsborough	1170.12
Thomas Hobbes	7703.24
Thomas Jefferson	28747.9
Thomas Malthus	2953.78
Thomas More	4417.17
Thomas Pynchon	2422.8
Thomas Samuel Kuhn	54.7926
Thor	1680.58
Thorax	248.871
Thorium	6195.89
Thrasybulus	24.6686
Three Gorges Dam	722.83
Three Laws of Robotics	93.6948
Three Mile Island accident	0
Thrush (bird)	3455.55
Thucydides	342.986
Thulium	19.6894
Thunderstorm	467.19
Tiananmen Square protests of 1989	678.885
Tibet	7512.39
Tide	7202.35
Tiger	11894.2
Tiger Woods	1317.6
Tiger shark	380.554
Tigris	705.033
Tijuana	647.066
Tiktaalik	131.099
Tim Berners-Lee	2229.16
Tim Henman	661.856
Timbuktu	1062.3
Time	16990
Time zone	56940.5
Timeline of discovery of solar system planets and their natural satellites	0
Timken 1111	0
Timur	2875.22
Tin	21909.2
Tin whistle	1591.57
Tin(II) chloride	225.671
Tiridates I of Armenia	0
Titanium	15326.8
Titanosauridae	0
To Kill a Mockingbird	51.6086
Tobacco	18334.4
Tobacco smoking	15870.5
Tofu	388.854
Togo	3253.24
Tokelau	961.37
Tokyo	15027.6
Toluene	211.913
Tom and Jerry (MGM)	441.005
Tone cluster	0
Tonga	6131.9
Tony Blair	28842.6
Tooth development	547.312
Tooth enamel	302.397
Top of the Pops	3027.94
Topology	1308.5
Toraja	0
Tornado	6821.56
Toronto	10962
Tottenham Hotspur F.C.	309.555
Tour de France	16219.6
Tourette syndrome	9623.12
Tourism	62354.3
Tower Bridge	624.624
Tower of London	21141.6
Toy	12031.8
Toy Story	45.8622
Trabancos River	0
Trade and usage of saffron	0
Trade union	3142.26
Trafalgar Square	9255.3
Train	43731.9
Trans-Siberian Railway	231.868
Transit of Venus	2072.73
Transport	15380.4
Trapdoor spider	13.0541
Treasure Island	560.92
Treaty of Devol	0
Treaty of Versailles	1479.87
Tree	30335.8
Tree Sparrow	90.7616
Tree frog	46.0103
Treecreeper	56.7032
Trench warfare	6313.07
Triassic	14891.4
Triathlon	272.047
Tribe	1113.24
Triceratops	678.077
Trichinosis	340.141
Triggerplant	0
Trigonometric function	654.015
Trigonometry	3113.69
Trimurti	6.10663
Trinidad and Tobago	9359.86
Trinity	9778.41
Trinity College, Cambridge	2842.92
Trinity test	180.483
Tripitaka	2491.21
Tripoli	1100.5
Triumph of the Will	478.385
Trobairitz	0
Trojan War	5337.19
Troodon	314.251
Troop sleeper	2.63466
Tropical Storm Allison	116.903
Tropical Storm Ana (2003)	1943.03
Tropical Storm Bilis (2006)	18.0708
Tropical Storm Bonnie (2004)	32.069
Tropical Storm Chris (2006)	0
Tropical Storm Danielle (1992)	0
Tropical Storm Delta (2005)	13.8446
Tropical Storm Franklin (2005)	3.6508
Tropical Storm Harvey (2005)	3.6508
Tropical Storm Henri (2003)	54.1761
Tropical Storm Isabel (1985)	0
Tropical Storm Larry (2003)	17.8627
Tropical Storm Lee (2005)	4.79573
Tropical Storm Leslie (2000)	5.06007
Tropical Storm Matthew (2004)	5.17552
Tropical Storm Odette (2003)	10.3458
Tropical Storm Vamei	0
Tropical Storm Zeta (2005)	0
Tropical cyclone	93185.8
Tropics	3794.96
Trout	2181.88
Trumpet	4188.74
Tsar Bomba	110.49
Tsunami	17382.7
Tuatara	1363.23
Tuberculosis	18456.4
Tufted Duck	36.3411
Tuna	1884.91
Tungsten	9046.05
Tunis	1964.6
Tunisia	5986.76
Tupac Shakur	421.821
Turin	4660.38
Turkey	87011.6
Turkey (bird)	11837.5
Turkish Republic of Northern Cyprus	131.787
Turkish literature	0
Turkmenistan	1847.38
Turks and Caicos Islands	2178.63
Turmeric	901.108
Turner syndrome	0
Turquoise	1504.91
Turtle	3942.38
Tutsi	315.874
Tuvalu	1175.66
Tycho Brahe	3636.65
Typewriter	139.89
Typhoon Ewiniar (2006)	0
Typhoon Saomai (2006)	34.6128
Tyrannosaurus	8796.41
U.S. Navy Marine Mammal Program	31.8582
U.S. Open (tennis)	1299.64
U.S. Route 66	4647.78
U.S. state	20597.7
U2	6454.93
USS Wisconsin (BB-64)	959.659
Ubuntu (Linux distribution)	600.844
Uffington White Horse	0
Uganda	24324.3
Ukraine	19499.2
Ukulele	262.986
Ulawun	0
Ultimatum game	83.7986
Ultraviolet	29477.1
Uluru	9.86515
Ulysses S. Grant	6058.59
Umbrella Cockatoo	0
Union Flag	1433.42
Union Station (San Diego)	13841.9
United Arab Emirates	1298.01
United Kingdom	893154
United Kingdom national football team	0
United Malays National Organisation	189.423
United Nations	127770
United States	1.98274e+06
United States Bill of Rights	3204.28
United States Congress	12286.5
United States Constitution	5759.02
United States Declaration of Independence	4152.34
United States House of Representatives	5641.31
United States Numbered Highways	12.243
United States Senate	3419.29
United States Virgin Islands	6197.18
United States dollar	42532.6
United for Peace and Justice	0
Universe	11778.4
University	16795.4
University of Bristol	3518.67
University of Cambridge	46858.3
University of Chicago	22639.7
University of Texas at Austin	213.778
Unix	21405.4
Ununbium	122.816
Ununhexium	132.748
Ununoctium	45.0454
Ununpentium	245.371
Ununquadium	192.023
Ununtrium	228.591
Upsilon Andromedae	13895
Upsilon Andromedae b	16.7411
Upsilon Andromedae c	16.1108
Upsilon Andromedae d	42.8319
Uranium	27659.9
Uranus	3494.27
Urial	67.9312
Ursuline Convent Riots	0
Uruguay	1978.99
Utilitarianism	614.954
Utrecht (city)	317.299
Uzbekistan	3564.09
Valparaíso	276.576
Vampire	8783.73
Vampire bat	50.9709
Van Halen	425.818
Vanadium	3766.54
Vancouver	6746
Vanilla	1741.25
Vanuatu	2389.59
Varanasi	1725.4
Vasco da Gama	951.866
Vatican City	7041.24
Vegetable	11732.5
Vegetation	753.459
Velociraptor	1097.97
Venezuela	14312.9
Venn diagram	118.409
Venus	21486.5
Venus and Adonis (opera)	112.736
Vernon Kell	0
Vertebrate	5539.18
Vestigial structure	533.858
Vicia faba	1569.28
Victor Hugo	1132.8
Victoria Cross	1492.2
Victoria of the United Kingdom	32274.8
Victoria, Seychelles	850.571
Video	899.839
Vienna	20945.1
Vietnam	24771.3
Vietnam War	9257.83
Viking	28753.3
Vinaya	2124.17
Vincent van Gogh	10339.6
Virgil	7979.51
Virginian Railway	257.416
Virtuti Militari	739.842
Virus	9429.17
Visual arts	4999.73
Vitamin	17450
Vitamin C	9920.72
Vitamin D	4281.26
Vitus Bering	26.8669
Vivien Leigh	1637.24
Vladimir Lenin	8703.39
Vodafone	1674.42
Volcanic pipe	50.4461
Volcano	132085
Vole	578.843
Volga River	1850.38
Volleyball	1273.14
Volt	4421.98
Voltaire	4248.92
Voting	383.601
Vowel	1944.83
Voynich manuscript	210.639
Vulgar Latin	1318.46
Vulture	654.338
W. Mark Felt	4828.74
WTA Tour Championships	26.4341
Wader	1131.91
Waheguru	6.11978
Wake Island	3188.89
Wales	59334.2
Wall Street	4478.97
Wallaby	255.628
Wallis and Futuna	459.473
Walrus	1239.62
Walt Disney	10547.4
Walt Whitman	4842.63
Walter Raleigh	1433.38
Walter Scott	2300.97
War	28030.9
War and Peace	748.539
War in Somalia (2006–present)	243.348
War of the League of Cambrai	160.17
War of the Spanish Succession	750.024
Ward Cunningham	33.8584
Warren G. Harding	1064.46
Wars of Castro	0
Wars of the Roses	5551.85
Warsaw	13759.6
Warsaw Uprising (1794)	0
Wasabi	3058.94
Washington Metro	222.047
Washington streetcars	0
Washington, D.C.	51956.6
Wasp	142.059
Waste management	2271.34
Watch	2793.82
Watchmen	583.012
Water	182130
Water Buffalo	1214.5
Water polo	60.3833
Water purification	2041.09
Water resources	457.6
Watercolor painting	335.759
Watling Street	216.601
Wave	1597.82
Wave–particle duality	40.3063
Wayne Rooney	4625.67
Weakest Link	268.723
Weapon	3832.29
Weasel	161.178
Weather	13537.5
Weather forecasting	251.074
Weather map	0
Weed	536.097
Weight training	256.567
Weimar Republic	1350.25
Welding	16120
Wellington	1533.86
Welsh law	1211.26
Wernher von Braun	7591.14
Wessex	1112.95
West Bank	1419.5
West Flemish	213.687
West Virginia	10146.1
Western Front (World War I)	476.248
Western Roman Empire	3462.05
Western Sahara	3492.15
Western painting	5.61835
Westminster Abbey	33336.7
Westminster System	3100.76
Weston-super-Mare	180.381
Westport Country Playhouse	0
Weyauwega derailment	0
Weymouth	1051
Weyto language	0
Whale	25191.3
Whale shark	1906.18
Whale song	84.1938
Wheat	9489.19
Where Did Our Love Go	2.41145
Whipworm	33.585
White Mountain art	0
White Wagtail	0
White cliffs of Dover	17.0113
White's Tree Frog	0
White-tailed Eagle	941.416
Whitethroat	0
Whitney Joins The JAMs	6.06748
Whooping Crane	2.22273
Wigeon	0
Wikimedia Foundation	11098.9
Wikinews	130.388
Wikipedia	38756.3
Wikisource	34.973
Wikispecies	0
Wild cat	1045.88
Wildebeest	863.832
Willem Barents	21.5
William Butler Yeats	2192.72
William Edington	13.8563
William Ewart Gladstone	2542.77
William Gilbert	644.39
William Gladstone	366.262
William Harvey	1516.76
William Henry Harrison	1098.97
William Hogarth	9243
William Howard Taft	1654.87
William I of England	5568.83
William II of England	1175.3
William III of England	7218.31
William IV of the United Kingdom	1859.82
William Mahone	102.357
William McKinley	886.46
William N. Page	54.0776
William Pitt the Younger	938.786
William Renshaw	47.0367
William Shakespeare	23523.2
William Tecumseh Sherman	582.341
William Thomson, 1st Baron Kelvin	3415.58
William Wilberforce	855.075
William and Mary	50.7371
William the Silent	99.3021
Wind	9015.65
Windows 2000	3010.35
Windows Vista	3997.65
Windows XP	8546.93
Windsor Castle	7619.19
Wine	33026.3
Winfield Scott (ship)	0
Winfield Scott Hancock	167.135
Winston Churchill	57199.2
Winston Tunnel	0
Winter	44542.2
Witold Pilecki	74.3092
Wolf Brother	0
Wolfgang Amadeus Mozart	27304.9
Wolverine	236.056
Wombat	316.016
Women's rights	1296.21
Wood	3474.87
Wood Pigeon	35.836
Wood fuel	43.746
Woodpecker	15174
Woodrow Wilson	8999.44
Woodruff	0
Woodworking	267.217
Work (thermodynamics)	96.3956
WorkChoices	12.0133
Working poor	6.58364
World Bank Group	554.395
World Health Organization	10867.4
World Heritage Site	24697.9
World Trade Organization	7741.93
World War I	142652
World War II	326618
World Wide Web	21826.2
Worm	106.63
Wren	19.5219
Wrench	10.2602
Wrestling	680.009
Wright brothers	200.026
Writing	3478.89
Wyndham Robertson	0
X Window System	1706.31
X Window System protocols and architecture	0
X Window core protocol	0
X-Men:  The Last Stand	0
Xanadu House	0
Xenon	1959.18
Yagan	82.3582
Yak	332.256
Yamoussoukro	666.668
Yangtze River	2316.86
Yarralumla, Australian Capital Territory	34.3176
Yeast	9074.5
Yellow River	793.715
Yellow fever	1532.74
Yellowhammer	0
Yellowstone National Park	15745.7
Yemen	14178.5
Yenisei River	211.439
Yes Minister	331.809
Yeti	628.702
Yom Kippur War	4363.49
York	4307.58
Yorkshire Dales	35.3313
Yotsuya Kaidan	0
You're Still the One	0
Ytterbium	573.79
Yttrium	1385.45
Yugoslavia	6254.12
Yungay, Peru	0
Yuri Gagarin	448.495
Yuri Knorosov	55.1237
ZX Spectrum	5462.07
Zachary Taylor	2188.91
Zambezi	13213.1
Zambia	17539.9
Zara Yaqob	0
Zebra	9671.21
Zebra shark	34.7879
Zeus	14658
Zhang Qian	9228.99
Zheng He	1342.66
Ziad Jarrah	56.081
Zimbabwe	18385.9
Zinc	18022.9
Zinc chloride	71.0092
Zion National Park	711.273
Zionism	5067.91
Zirconium	1439.14
Zoroaster	1176.71
Zuid-Gelders	0
Zulu	3401.16
Zürich	2427.71
Áedán mac Gabráin	0
Åland	0
Édouard Manet	0
Éire	0
Óengus I of the Picts	0
€2 commemorative coins	0
