	0.000
René Descartes	6872.299
Reptile	28219.755
Republic of China	10110.060
Republic of Ireland	44157.527
Republic of Macedonia	2250.069
Republic of the Congo	1189.069
Restoration comedy	3031.376
Restoration literature	0.000
Retina	2738.815
Retinol	282.405
Retreat of glaciers since 1850	6545.707
Revised Standard Version	0.000
Revolution	3508.921
Reza Shah	56.028
Rhenium	511.164
Rhine	15538.519
Rhode Island	1811.777
Rhodium	10376.568
Rhodium(III) chloride	1.684
Rhubarb	269.214
Rhythm and blues	1673.154
Rice	32470.468
Richard Feynman	9338.177
Richard Francis Burton	2961.314
Richard I of England	2067.050
Richard II of England	595.973
Richard III (play)	1285.644
Richard III of England	3919.493
Richard Nixon	8806.444
Richard O'Connor	49.994
Richard Stallman	11879.886
Richard Wagner	17980.540
Richmond, Virginia	8907.742
Riesling	6.319
Right whale	295.001
Ringed Plover	860.383
Rio Tinto Group	97.418
Rio de Janeiro	4940.156
River	86502.192
River Severn	8240.670
River Thames	17274.872
Riyadh	170.971
Roald Amundsen	116.445
Roan Antelope	0.000
Robert Baden-Powell, 1st Baron Baden-Powell	520.956
Robert Boyle	3556.377
Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	524.177
Robert Oppenheimer	2151.173
Robert Owen	521.678
Robert Peel	1213.800
Robert Schumann	797.676
Robert Stephenson	1110.441
Robinson Crusoe	337.372
Roche limit	85.963
Rock Bunting	0.000
Rock Pigeon	2828.598
Rock of Gibraltar	10.953
Rockall	1167.237
Rocky Mountains	22771.762
Rococo	3590.942
Roentgenium	366.092
Roman Britain	25270.567
Roman Catholic Church	90924.306
Roman Empire	48025.701
Roman Greece	182.014
Roman Vishniac	0.000
Roman law	393.967
Roman mythology	1564.242
Roman road	1486.549
Roman villa	230.120
Romania	24147.153
Romanticism	19376.066
Rome	58746.644
Romeo and Juliet	1216.692
Romulus Augustus	27.066
Ronald Reagan	34603.310
Rondane National Park	0.000
Rook (bird)	179.134
Rosa Parks	209.305
Rose-ringed Parakeet	183.741
Rosemary	304.106
Rosetta Stone	1276.459
Rotterdam	3648.649
Rowan Williams	636.070
Royal Air Force	4120.288
Royal Dutch Shell	1036.860
Royal Geographical Society	200.921
Royal Grammar School Worcester	0.000
Royal Marines	8173.341
Royal National Theatre	1077.195
Royal Navy	42825.019
Royal Parks of London	180.423
Rubidium	1022.956
Rubik's Cube	340.804
Rudolf Vrba	22.574
Rudyard Kipling	13862.457
Rugby World Cup	5780.648
Rugby football	1059.149
Rule of St Benedict	28.711
Rupee	1322.445
Russia	200388.861
Russian Revolution of 1917	10128.147
Russian constitutional crisis of 1993	54.420
Russian language	27971.850
Ruthenium	813.028
Rutherford B. Hayes	353.233
Rutherfordium	304.468
Rwanda	12793.444
Rwandan Genocide	3587.045
Réunion	5495.766
S-mine	0.000
S. A. Andrée's Arctic balloon expedition of 1897	0.000
SD26	0.000
SR-71 Blackbird	791.513
Safflower	206.638
Saffron	5255.071
Sahara	12559.350
Saint Helena	2867.794
Saint Joan (play)	59.431
Saint Kitts and Nevis	3111.563
Saint Lawrence Seaway	647.833
Saint Lucia	3800.293
Saint Petersburg	27751.131
Saint Vincent and the Grenadines	3431.316
Saint-Pierre and Miquelon	489.984
Sakurajima	557.604
Saladin	799.326
Salford	124.441
Salsa music	1039.553
Salt	12582.092
Salt Lake City, Utah	2902.581
Saltasaurus	60.204
Salvador Dalí	2656.273
Samantha Smith	0.000
Samarium	252.758
Samoa	2077.247
Samuel Beckett	2652.333
Samuel Taylor Coleridge	8649.713
San Diegan	78.280
San Diego Electric Railway	24.378
San Diego and Arizona Railway	13.916
San Francisco garter snake	0.000
San Francisco, California	12329.358
San Jose, California	9936.609
San Marino	5939.556
Sand	6399.644
Sand art and play	411.871
Sand shark	0.000
Sandringham House	1.403
Sandur	0.000
Sandy Koufax	4845.709
Sanskrit	12866.576
Sanssouci	172.504
Santa Claus	1716.231
Santamaría (volcano)	0.000
Santiago, Chile	914.909
Santorini	1361.820
Sarajevo	3261.972
Sardar Vallabhbhai Patel	5160.453
Sasha (DJ)	0.000
Sassanid Empire	1251.538
Saturn	3017.554
Saturn V	1507.163
Saudi Arabia	40837.818
Saurischia	1157.778
Sauropodomorpha	798.337
Sauroposeidon	503.494
Sauropsid	0.000
Saxicola	0.000
Saxophone	3565.301
Scandium	399.866
Scanian (linguistics)	0.000
Scattered disc	10.456
Scelidosaurus	14.479
Scent of a Woman	1.269
Scheme programming language	7.447
Schizophrenia	6256.422
Schrödinger equation	1440.941
Schuttern Gospels	0.000
Science	47600.512
Scientific classification	79844.992
Scooby-Doo	1837.707
Scotch College, Perth	0.000
Scotland	172203.337
Scotland in the High Middle Ages	8260.245
Scots language	16648.550
Scott Special	0.000
Scottish Episcopal Church	240.777
Scottish Gaelic language	2375.758
Scottish Highlands	4420.121
Scottish mythology	95.951
Scouting	5469.234
Scramble for Africa	11931.426
Screw	3824.974
Scrooge McDuck	1411.857
Sculpture	13493.296
Scurvy	7362.611
Sea	6786.741
Sea level rise	1325.540
Sea of Galilee	1057.886
Seaborgium	167.896
Sean Connery	1829.995
Sears Catalog Home	0.000
Season	11508.396
Seattle, Washington	14770.484
Seawater	3792.505
Second Boer War	10814.373
Second Congo War	2672.750
Second Crusade	1193.738
Seed	15550.913
Seinfeld	820.615
Selena	8.826
Selenium	3248.859
Semiconductor	5447.787
Semiconductor device	830.621
Senate of Canada	57.021
Senegal	2827.051
Senufo languages	0.000
Seoul	4574.741
Separation of powers under the United States Constitution	38.770
September 11, 2001 attacks	23337.320
Sequence alignment	4814.813
Sequoia	4376.998
Serbia	13972.328
Serbia and Montenegro	7.533
Serenity (film)	5290.737
Sermon on the Mount	952.562
Sesame	1003.462
Sesame Street	728.903
Set	1535.515
Severn crossing	2.674
Seychelles	3274.087
Sgt. Pepper's Lonely Hearts Club Band	793.974
Shabo language	0.000
Shackleton (crater)	35.205
Shaka	18.625
Shanghai	13530.955
Shark	46336.891
Sharon Tate	0.000
Sheffield	4154.993
Sheikh Mujibur Rahman	138.246
Shelduck	23.356
Shenzhou 6	9957.326
Shenzhou spacecraft	5.622
Shetland	5768.370
Shielded metal arc welding	40.213
Shigin	0.000
Shining Path	199.290
Shinto	2776.081
Ship	5494.492
Shoe polish	141.593
Short-beaked Echidna	8.501
Shoshone National Forest	74.984
Shrimp farm	0.000
Shrine of Remembrance	150.856
Shroud of Turin	1155.614
Sichuan Pepper	508.046
Sicilian Baroque	0.000
Sickle-cell disease	638.538
Siege	6893.167
Siege of Antioch	18.794
Sierra Leone	11160.871
Sigmund Freud	9891.775
Sikhism	5349.873
Sikkim	27137.259
Silent film	5058.629
Silicon	9983.271
Silurian	1370.421
Silver	44672.751
SimCity	942.097
Simca Vedette	0.000
Simón Bolívar	483.206
Sinclair Research Ltd	565.280
Singapore	21665.883
Sino-German cooperation (1911-1941)	0.000
Sino-Roman relations	0.000
Sirius	772.203
Sistine Chapel ceiling	109.467
Sitting Bull	1687.803
Six-party talks concerning North Korea's nuclear program	0.000
Ska	8071.321
Skiing	2965.349
Skylark	83.980
Skåneland	116.169
Slavery	45195.032
Slavic mythology	120.967
Sleep	966.287
Slovakia	5578.416
Slovenia	48319.035
Smallpox	22940.061
Smog	2029.975
Snaefell Mountain Railway	0.000
Snake charming	0.000
Snow	15425.589
Snow Goose	395.711
Snowball Earth	494.516
Snowdonia	85.625
Snowdonia National Park	67.489
Snowy Owl	1008.571
Social anxiety	63.150
Social capital	107.496
Social contract (Malaysia)	34.519
Socialism	15288.442
Society	4726.038
Society of Merchant Venturers	135.454
Sociocultural evolution	949.975
Sociology	8654.120
Socrates	1580.835
Soddo language	24.499
Sodium	10816.760
Sodium hydroxide	4963.924
Sodium sulfate	62.580
Soil	27544.827
Soil moisture	1.793
Soil pH	97.884
Soil profile	0.000
Soil salination	113.954
Soil science	533.496
Soil structure	30.835
Soils retrogression and degradation	998.816
Solar System	55211.957
Solar eclipse	5440.504
Solomon Islands	4581.119
Somalia	19160.661
Song Thrush	60.977
Sonic the Hedgehog (character)	2621.302
Sony	3502.302
Sorghum	2848.511
Sorrel	448.851
Soukous	914.784
Sound	2618.483
Soup	7586.966
South Africa	138110.314
South America	121695.326
South China Sea	723.124
South Georgia and the South Sandwich Islands	2830.479
South Korea	13158.833
South Ossetia	34.903
Southampton	5333.741
Southern Africa	12701.392
Southern Ocean	1445.307
Southern Pacific 4449	0.000
Southern Rockhopper Penguin	0.000
Southern United States	17722.928
Soviet Union	73389.542
Soybean	8739.878
Space Invaders	445.183
Space Race	3006.062
Space Shuttle Challenger	262.302
Space Shuttle Challenger disaster	1013.123
Space Shuttle Columbia	24567.836
Space Shuttle Columbia disaster	3086.442
Space Shuttle Endeavour	638.582
Space Shuttle program	780.305
Space exploration	13213.737
Space station	2007.196
Space suit	57.832
Spacecraft propulsion	333.363
Spain	132033.757
Spanish Armada	2402.932
Spanish Inquisition	5995.007
Spanish conquest of the Inca Empire	234.733
Spanish language	50575.412
Sparrow	2281.594
Sparrowhawk	170.601
Speaker of the British House of Commons	174.882
Speaker of the United States House of Representatives	149.997
Special relativity	1578.170
Speech synthesis	762.552
Speed of light	21837.117
Sperm Whale	161.334
Sphere	3583.281
Spherical aberration	26.008
Spider	13355.657
Spinosaurus	374.913
Spirit of the American Doughboy	0.000
Spix's Macaw	0.000
Split infinitive	747.429
Sponsorship Directdebit	0.000
Sport	5450.314
Spotted Flycatcher	0.000
Spring (season)	11379.959
Spring Heeled Jack	340.662
Sputnik 1	12100.107
Sputnik 2	180.189
Sputnik program	38.155
Spyware	1175.692
Squash (sport)	5009.815
Sri Lanka	36560.853
Sri Lankan Civil War	76.399
St Buryan	0.000
St Michael's Mount	0.000
St Paul's Cathedral	6349.825
Stag beetle	250.168
Stage (theatre)	5550.187
Stained glass	2119.354
Stanisław Koniecpolski	43.638
Stanisław Lem	0.000
Stanley Baldwin	144.409
Stanley, Falkland Islands	41.869
Star	58047.385
Star Fox:  Assault	0.000
Star Trek	12629.286
Star Trek:  Deep Space Nine	5869.097
Star Trek:  The Original Series	206.414
Star Wars	33509.100
Star Wars Episode IV:  A New Hope	14760.432
Star anise	388.030
StarCraft	0.000
Stargate SG-1	3839.392
Starling	34.753
Starship Troopers	98.496
Statistics	7667.643
Statue of Zeus at Olympia	166.127
Steam engine	3986.319
Steel	51737.230
Stefan Edberg	3255.606
Stegosaurus	6892.504
Stem cell	623.616
Stephen Harper	640.562
Stephen Hawking	8520.585
Stephen Jay Gould	4943.183
Stephen Trigg	0.000
Stephen of England	3218.784
Steve Davis	0.000
Stickleback	0.000
Still Game	75.023
Stingray	5322.710
Stock	1310.539
Stock car (rail)	9240.810
Stockholm	6201.129
Stoicism	1405.226
Stone Age	12430.201
Stonehenge	2463.640
Storm of October 1804	0.000
Stornoway	97.934
Stourbridge Lion	0.000
Strait of Malacca	101.233
Stratford-upon-Avon	398.035
String theory	2380.207
Stroke	6528.626
Strontium	3094.755
Struthiomimus	0.000
Stuttering	1718.722
Stuttgart	2206.935
Styracosaurus	31.604
Sub-Saharan Africa	10464.918
Suburbs of Johannesburg	0.000
Sucre	23.230
Sudan	36759.224
Sudanic languages	0.000
Sudoku	43.027
Suez Canal	7327.729
Suffrage	2543.243
Sugar	20982.084
Sugar beet	1371.323
Sugarcane	5082.177
Suleiman the Magnificent	354.659
Sulfur	35543.774
Sulfuric acid	10873.341
Sultan	9518.455
Sumac	1059.203
Sumatra	3467.583
Sumer	15037.944
Summer	4738.511
Summer Hill, New South Wales	0.000
Sumo	565.412
Sun	105638.890
Sun Tzu	127.899
Sun Yat-sen	1650.603
Sundew	15104.508
Sunflower	3247.129
Sunlight	6323.751
Sunol Water Temple	0.000
Sunset Boulevard (1950 film)	173.595
Super 14	388.280
Super Bowl XL	6963.797
Super Chief	371.281
Super Mario 64	25.825
Super Mario Bros.	374.405
Superconductivity	3727.971
Superman	10526.241
Supermarine Spitfire	1371.875
Supply and demand	4361.893
Supply chain management	20.999
Supreme Court of the United States	8472.031
Suriname	3720.194
Surtsey	6935.964
Sustainable forestry	0.000
Sutton Hoo	3172.063
Svalbard	12932.781
Svartálfar	0.846
Swallow	0.564
Swan	4250.612
Swastika	12188.744
Swaziland	2822.945
Sweden	117059.260
Swedish allotment system	0.000
Swift	387.689
Swiss Federal Council	836.632
Swissair Flight 111	0.000
Switzerland	40362.700
Sydney	19233.124
Sydney Newman	161.249
Sydney Riot of 1879	0.000
Sylvanus Morley	0.000
Symmetry	15971.998
Synthesizer	1095.549
Syria	31686.593
São Paulo	5809.636
São Tomé	43.693
São Tomé and Príncipe	1965.838
Søren Kierkegaard	2972.720
T-34	409.171
T. D. Judah	0.000
T. S. Eliot	8221.975
TGV	23689.002
Tacitean studies	0.000
Tagoi language	0.000
Taipei	6138.551
Taiwan	10530.078
Taj Mahal	6393.780
Tajikistan	2679.490
Talc	557.848
Tamarind	428.311
Tamil language	9682.706
Tamil people	3578.092
Tank	6426.617
Tansy	229.570
Tantalum	2809.584
Tanzania	28119.891
Tao Te Ching	268.438
Taoism	6833.898
Tarragon	199.607
Tashkent	1016.872
Tasmanian Devil	66.555
Tawny Owl	88.826
Tay Rail Bridge	2296.991
Tay-Sachs disease	178.701
TeX	4390.187
Tea	18109.144
Technetium	2216.671
Technology	17402.514
Tehran	4132.988
Tel Aviv	1742.713
Telecommunication	5142.558
Telephone	6052.463
Telephone exchange	20.263
Telescope	17966.000
Television	21488.924
Tellurium	1090.378
Temperate	6249.354
Temple of Artemis	62.187
Templon	0.000
Tennis	69476.250
Tennis Masters Cup	582.864
Tenzin Gyatso, 14th Dalai Lama	1100.367
Tenzing Norgay	15.305
Terbium	90.260
Terik	0.000
Tern	2090.755
Terrorism	8761.315
Textile	1443.942
Thailand	25404.372
Thalassemia	637.075
Thallium	2462.864
The Absent-Minded Beggar	7.026
The Adventures of Tintin	7484.476
The Anarchy	7036.271
The Ashes	2805.250
The Bahamas	26608.793
The Beano	101.913
The Beatles	41368.391
The Beatles discography	2.977
The Blitz	3079.773
The Broads	7577.352
The Brothers Karamazov	766.454
The Canadian	32.513
The Cantos	5178.404
The Cat in the Hat	1366.920
The Catcher in the Rye	0.000
The Catlins	0.000
The Championships, Wimbledon	12156.135
The Children's Machine	0.000
The Count of Monte Cristo	147.971
The Country Wife	193.142
The Curious Incident of the Dog in the Night-time	147.123
The Dandy	201.235
The Fairy-Queen	473.465
The Famous Five (characters)	0.000
The Fens	1046.068
The Frogs	0.000
The Gambia	4067.771
The Godfather	3090.456
The Great Exhibition	260.110
The Hague	3419.293
The Hitchhiker's Guide to the Galaxy	1893.080
The Hobbit	8358.072
The Holocaust	25306.037
The Illuminatus! Trilogy	2147.122
The Importance of Being Earnest	0.246
The Iron Bridge	5.976
The King's Regiment (Liverpool)	0.000
The Last Supper (Leonardo)	613.739
The Legend of Zelda series	4782.967
The Lion King	8360.166
The Lion, the Witch and the Wardrobe	393.814
The Lorax	33.999
The Lord of the Rings	7598.964
The Lord of the Rings film trilogy	7933.258
The Magic Flute	373.879
The Marriage of Figaro	205.007
The Merchant of Venice	486.374
The Mismeasure of Man	660.558
The Old Man and the Sea	610.502
The Origin of Species	3094.577
The Oz books	0.000
The Picture of Dorian Gray	63.260
The Pilgrim's Progress	4667.888
The Quatermass Experiment	4624.221
The Relapse	1923.323
The Rime of the Ancient Mariner	2717.617
The Rite of Spring	1139.501
The Rolling Stones	14221.137
The Seagull	36.351
The Shawshank Redemption	106.545
The Simpsons	17462.114
The Smiths	932.730
The Supremes	5616.266
The Temptations	1294.544
The Wall Street Journal	903.168
The Waste Land	627.127
The West Wing (TV series)	994.563
The X-Files	2947.486
Theatre	21562.035
Theatre Royal, Drury Lane	3948.108
Theatre in the round	176.026
Theodore Roosevelt	20865.872
Therizinosaurus	0.000
Thermodynamic temperature	244.130
Thermodynamics	3019.061
Theropoda	7772.081
Theta	0.000
Thiamine	1539.111
Third Servile War	5.002
Thomas Aquinas	4025.890
Thomas Becket	474.654
Thomas Cranmer	312.932
Thomas Edison	3168.675
Thomas Gainsborough	1170.117
Thomas Hobbes	7703.245
Thomas Jefferson	28747.928
Thomas Malthus	2953.778
Thomas More	4417.166
Thomas Pynchon	2422.802
Thomas Samuel Kuhn	54.793
Thor	1680.582
Thorax	248.871
Thorium	6195.893
Thrasybulus	24.669
Three Gorges Dam	722.830
Three Laws of Robotics	93.695
Three Mile Island accident	0.000
Thrush (bird)	3455.554
Thucydides	342.986
Thulium	19.689
Thunderstorm	467.190
Tiananmen Square protests of 1989	678.885
Tibet	7512.388
Tide	7202.350
Tiger	11894.181
Tiger Woods	1317.597
Tiger shark	380.554
Tigris	705.033
Tijuana	647.066
Tiktaalik	131.099
Tim Berners-Lee	2229.158
Tim Henman	661.856
Timbuktu	1062.299
Time	16990.022
Time zone	56940.460
Timeline of discovery of solar system planets and their natural satellites	0.000
Timken 1111	0.000
Timur	2875.218
Tin	21909.158
Tin whistle	1591.566
Tin(II) chloride	225.671
Tiridates I of Armenia	0.000
Titanium	15326.834
Titanosauridae	0.000
To Kill a Mockingbird	51.609
Tobacco	18334.409
Tobacco smoking	15870.520
Tofu	388.854
Togo	3253.236
Tokelau	961.370
Tokyo	15027.580
Toluene	211.913
Tom and Jerry (MGM)	441.005
Tone cluster	0.000
Tonga	6131.901
Tony Blair	28842.552
Tooth development	547.312
Tooth enamel	302.397
Top of the Pops	3027.940
Topology	1308.502
Toraja	0.000
Tornado	6821.558
Toronto	10962.043
Tottenham Hotspur F.C.	309.555
Tour de France	16219.631
Tourette syndrome	9623.115
Tourism	62354.332
Tower Bridge	624.624
Tower of London	21141.585
Toy	12031.826
Toy Story	45.862
Trabancos River	0.000
Trade and usage of saffron	0.000
Trade union	3142.257
Trafalgar Square	9255.301
Train	43731.888
Trans-Siberian Railway	231.868
Transit of Venus	2072.729
Transport	15380.376
Trapdoor spider	13.054
Treasure Island	560.920
Treaty of Devol	0.000
Treaty of Versailles	1479.874
Tree	30335.834
Tree Sparrow	90.762
Tree frog	46.010
Treecreeper	56.703
Trench warfare	6313.069
Triassic	14891.449
Triathlon	272.047
Tribe	1113.244
Triceratops	678.077
Trichinosis	340.141
Triggerplant	0.000
Trigonometric function	654.015
Trigonometry	3113.691
Trimurti	6.107
Trinidad and Tobago	9359.864
Trinity	9778.412
Trinity College, Cambridge	2842.920
Trinity test	180.483
Tripitaka	2491.207
Tripoli	1100.501
Triumph of the Will	478.385
Trobairitz	0.000
Trojan War	5337.191
Troodon	314.251
Troop sleeper	2.635
Tropical Storm Allison	116.903
Tropical Storm Ana (2003)	1943.026
Tropical Storm Bilis (2006)	18.071
Tropical Storm Bonnie (2004)	32.069
Tropical Storm Chris (2006)	0.000
Tropical Storm Danielle (1992)	0.000
Tropical Storm Delta (2005)	13.845
Tropical Storm Franklin (2005)	3.651
Tropical Storm Harvey (2005)	3.651
Tropical Storm Henri (2003)	54.176
Tropical Storm Isabel (1985)	0.000
Tropical Storm Larry (2003)	17.863
Tropical Storm Lee (2005)	4.796
Tropical Storm Leslie (2000)	5.060
Tropical Storm Matthew (2004)	5.176
Tropical Storm Odette (2003)	10.346
Tropical Storm Vamei	0.000
Tropical Storm Zeta (2005)	0.000
Tropical cyclone	93185.801
Tropics	3794.964
Trout	2181.878
Trumpet	4188.740
Tsar Bomba	110.490
Tsunami	17382.656
Tuatara	1363.227
Tuberculosis	18456.357
Tufted Duck	36.341
Tuna	1884.912
Tungsten	9046.054
Tunis	1964.602
Tunisia	5986.757
Tupac Shakur	421.821
Turin	4660.378
Turkey	87011.577
Turkey (bird)	11837.480
Turkish Republic of Northern Cyprus	131.787
Turkish literature	0.000
Turkmenistan	1847.384
Turks and Caicos Islands	2178.632
Turmeric	901.108
Turner syndrome	0.000
Turquoise	1504.913
Turtle	3942.377
Tutsi	315.874
Tuvalu	1175.656
Tycho Brahe	3636.652
Typewriter	139.890
Typhoon Ewiniar (2006)	0.000
Typhoon Saomai (2006)	34.613
Tyrannosaurus	8796.407
U.S. Navy Marine Mammal Program	31.858
U.S. Open (tennis)	1299.636
U.S. Route 66	4647.781
U.S. state	20597.668
U2	6454.926
USS Wisconsin (BB-64)	959.659
Ubuntu (Linux distribution)	600.844
Uffington White Horse	0.000
Uganda	24324.345
Ukraine	19499.192
Ukulele	262.986
Ulawun	0.000
Ultimatum game	83.799
Ultraviolet	29477.104
Uluru	9.865
Ulysses S. Grant	6058.589
Umbrella Cockatoo	0.000
Union Flag	1433.418
Union Station (San Diego)	13841.884
United Arab Emirates	1298.010
United Kingdom	893154.350
United Kingdom national football team	0.000
United Malays National Organisation	189.423
United Nations	127769.639
United States	1982737.267
United States Bill of Rights	3204.283
United States Congress	12286.535
United States Constitution	5759.023
United States Declaration of Independence	4152.342
United States House of Representatives	5641.310
United States Numbered Highways	12.243
United States Senate	3419.287
United States Virgin Islands	6197.178
United States dollar	42532.602
United for Peace and Justice	0.000
Universe	11778.350
University	16795.441
University of Bristol	3518.672
University of Cambridge	46858.294
University of Chicago	22639.663
University of Texas at Austin	213.778
Unix	21405.422
Ununbium	122.816
Ununhexium	132.748
Ununoctium	45.045
Ununpentium	245.371
Ununquadium	192.023
Ununtrium	228.591
Upsilon Andromedae	13894.971
Upsilon Andromedae b	16.741
Upsilon Andromedae c	16.111
Upsilon Andromedae d	42.832
Uranium	27659.871
Uranus	3494.273
Urial	67.931
Ursuline Convent Riots	0.000
Uruguay	1978.988
Utilitarianism	614.954
Utrecht (city)	317.299
Uzbekistan	3564.094
Valparaíso	276.576
Vampire	8783.734
Vampire bat	50.971
Van Halen	425.818
Vanadium	3766.539
Vancouver	6746.001
Vanilla	1741.248
Vanuatu	2389.590
Varanasi	1725.396
Vasco da Gama	951.866
Vatican City	7041.236
Vegetable	11732.477
Vegetation	753.459
Velociraptor	1097.969
Venezuela	14312.913
Venn diagram	118.409
Venus	21486.484
Venus and Adonis (opera)	112.736
Vernon Kell	0.000
Vertebrate	5539.182
Vestigial structure	533.858
Vicia faba	1569.280
Victor Hugo	1132.805
Victoria Cross	1492.197
Victoria of the United Kingdom	32274.802
Victoria, Seychelles	850.571
Video	899.839
Vienna	20945.060
Vietnam	24771.303
Vietnam War	9257.829
Viking	28753.283
Vinaya	2124.168
Vincent van Gogh	10339.591
Virgil	7979.506
Virginian Railway	257.416
Virtuti Militari	739.842
Virus	9429.167
Visual arts	4999.728
Vitamin	17450.034
Vitamin C	9920.718
Vitamin D	4281.261
Vitus Bering	26.867
Vivien Leigh	1637.237
Vladimir Lenin	8703.392
Vodafone	1674.420
Volcanic pipe	50.446
Volcano	132085.392
Vole	578.843
Volga River	1850.379
Volleyball	1273.142
Volt	4421.985
Voltaire	4248.922
Voting	383.601
Vowel	1944.829
Voynich manuscript	210.639
Vulgar Latin	1318.462
Vulture	654.338
W. Mark Felt	4828.737
WTA Tour Championships	26.434
Wader	1131.908
Waheguru	6.120
Wake Island	3188.894
Wales	59334.232
Wall Street	4478.967
Wallaby	255.628
Wallis and Futuna	459.473
Walrus	1239.625
Walt Disney	10547.397
Walt Whitman	4842.629
Walter Raleigh	1433.380
Walter Scott	2300.969
War	28030.879
War and Peace	748.539
War in Somalia (2006–present)	243.348
War of the League of Cambrai	160.170
War of the Spanish Succession	750.024
Ward Cunningham	33.858
Warren G. Harding	1064.462
Wars of Castro	0.000
Wars of the Roses	5551.848
Warsaw	13759.564
Warsaw Uprising (1794)	0.000
Wasabi	3058.937
Washington Metro	222.047
Washington streetcars	0.000
Washington, D.C.	51956.551
Wasp	142.059
Waste management	2271.342
Watch	2793.821
Watchmen	583.012
Water	182129.596
Water Buffalo	1214.501
Water polo	60.383
Water purification	2041.089
Water resources	457.600
Watercolor painting	335.759
Watling Street	216.601
Wave	1597.823
Wave–particle duality	40.306
Wayne Rooney	4625.671
Weakest Link	268.723
Weapon	3832.294
Weasel	161.178
Weather	13537.533
Weather forecasting	251.074
Weather map	0.000
Weed	536.097
Weight training	256.567
Weimar Republic	1350.248
Welding	16120.008
Wellington	1533.857
Welsh law	1211.257
Wernher von Braun	7591.137
Wessex	1112.949
West Bank	1419.500
West Flemish	213.687
West Virginia	10146.117
Western Front (World War I)	476.248
Western Roman Empire	3462.049
Western Sahara	3492.146
Western painting	5.618
Westminster Abbey	33336.704
Westminster System	3100.756
Weston-super-Mare	180.381
Westport Country Playhouse	0.000
Weyauwega derailment	0.000
Weymouth	1051.004
Weyto language	0.000
Whale	25191.280
Whale shark	1906.183
Whale song	84.194
Wheat	9489.189
Where Did Our Love Go	2.411
Whipworm	33.585
White Mountain art	0.000
White Wagtail	0.000
White cliffs of Dover	17.011
White's Tree Frog	0.000
White-tailed Eagle	941.416
Whitethroat	0.000
Whitney Joins The JAMs	6.067
Whooping Crane	2.223
Wigeon	0.000
Wikimedia Foundation	11098.874
Wikinews	130.388
Wikipedia	38756.260
Wikisource	34.973
Wikispecies	0.000
Wild cat	1045.878
Wildebeest	863.832
Willem Barents	21.500
William Butler Yeats	2192.715
William Edington	13.856
William Ewart Gladstone	2542.773
William Gilbert	644.390
William Gladstone	366.262
William Harvey	1516.757
William Henry Harrison	1098.974
William Hogarth	9243.003
William Howard Taft	1654.867
William I of England	5568.832
William II of England	1175.304
William III of England	7218.311
William IV of the United Kingdom	1859.825
William Mahone	102.357
William McKinley	886.460
William N. Page	54.078
William Pitt the Younger	938.786
William Renshaw	47.037
William Shakespeare	23523.209
William Tecumseh Sherman	582.341
William Thomson, 1st Baron Kelvin	3415.578
William Wilberforce	855.075
William and Mary	50.737
William the Silent	99.302
Wind	9015.650
Windows 2000	3010.351
Windows Vista	3997.654
Windows XP	8546.926
Windsor Castle	7619.187
Wine	33026.289
Winfield Scott (ship)	0.000
Winfield Scott Hancock	167.135
Winston Churchill	57199.248
Winston Tunnel	0.000
Winter	44542.173
Witold Pilecki	74.309
Wolf Brother	0.000
Wolfgang Amadeus Mozart	27304.898
Wolverine	236.056
Wombat	316.016
Women's rights	1296.212
Wood	3474.869
Wood Pigeon	35.836
Wood fuel	43.746
Woodpecker	15174.024
Woodrow Wilson	8999.440
Woodruff	0.000
Woodworking	267.217
Work (thermodynamics)	96.396
WorkChoices	12.013
Working poor	6.584
World Bank Group	554.395
World Health Organization	10867.444
World Heritage Site	24697.892
World Trade Organization	7741.926
World War I	142652.084
World War II	326618.235
World Wide Web	21826.241
Worm	106.630
Wren	19.522
Wrench	10.260
Wrestling	680.009
Wright brothers	200.026
Writing	3478.886
Wyndham Robertson	0.000
X Window System	1706.308
X Window System protocols and architecture	0.000
X Window core protocol	0.000
X-Men:  The Last Stand	0.000
Xanadu House	0.000
Xenon	1959.182
Yagan	82.358
Yak	332.256
Yamoussoukro	666.668
Yangtze River	2316.861
Yarralumla, Australian Capital Territory	34.318
Yeast	9074.501
Yellow River	793.715
Yellow fever	1532.739
Yellowhammer	0.000
Yellowstone National Park	15745.672
Yemen	14178.494
Yenisei River	211.439
Yes Minister	331.809
Yeti	628.702
Yom Kippur War	4363.491
York	4307.579
Yorkshire Dales	35.331
Yotsuya Kaidan	0.000
You're Still the One	0.000
Ytterbium	573.790
Yttrium	1385.447
Yugoslavia	6254.121
Yungay, Peru	0.000
Yuri Gagarin	448.495
Yuri Knorosov	55.124
ZX Spectrum	5462.073
Zachary Taylor	2188.913
Zambezi	13213.105
Zambia	17539.870
Zara Yaqob	0.000
Zebra	9671.208
Zebra shark	34.788
Zeus	14658.021
Zhang Qian	9228.986
Zheng He	1342.665
Ziad Jarrah	56.081
Zimbabwe	18385.904
Zinc	18022.913
Zinc chloride	71.009
Zion National Park	711.273
Zionism	5067.915
Zirconium	1439.145
Zoroaster	1176.715
Zuid-Gelders	0.000
Zulu	3401.161
Zürich	2427.709
Áedán mac Gabráin	0.000
Åland	0.000
Édouard Manet	0.000
